"행정구역","2025년05월_계_총인구수","2025년05월_계_연령구간인구수","2025년05월_계_0~9세","2025년05월_계_10~19세","2025년05월_계_20~29세","2025년05월_계_30~39세","2025년05월_계_40~49세","2025년05월_계_50~59세","2025년05월_계_60~69세","2025년05월_계_70~79세","2025년05월_계_80~89세","2025년05월_계_90~99세","2025년05월_계_100세 이상"
"충청남도 보령시 주교면(4418041000)","4,801","4,801","109","273","293","243","487","903","1,165","791","435","99","3"
"충청남도 보령시 대천1동(4418051500)","12,593","12,593","584","1,204","1,201","1,169","1,746","2,318","2,184","1,446","644","94","3"
"충청남도 보령시 대천2동(4418052500)","6,013","6,013","259","527","521","547","838","1,126","1,042","702","401","49","1"
"충청남도 보령시 대천3동(4418053500)","15,389","15,389","1,133","1,811","1,603","1,735","2,689","2,611","2,136","1,074","522","70","5"
"충청남도 보령시 대천4동(4418054500)","17,462","17,462","1,383","1,866","1,725","2,132","2,742","3,066","2,486","1,355","620","85","2"
"충청남도 보령시 대천5동(4418056500)","5,802","5,802","157","293","388","366","600","1,045","1,457","939","480","74","3"
"충청남도 아산시 (4420000000)","357,051","357,051","29,439","39,694","38,577","52,280","63,747","55,220","42,563","22,023","11,428","2,038","42"
"충청남도 아산시 염치읍(4420025000)","5,734","5,734","149","362","440","399","666","1,046","1,295","780","499","96","2"
"충청남도 아산시 배방읍(4420025300)","93,081","93,081","8,610","11,125","11,993","17,017","17,258","13,276","8,190","3,816","1,529","261","6"
"충청남도 아산시 송악면(4420031000)","3,973","3,973","98","312","228","177","426","727","957","608","358","80","2"
"충청남도 아산시 탕정면(4420033000)","46,197","46,197","7,000","6,803","4,347","9,016","10,646","4,896","2,157","846","400","85","1"
"충청남도 아산시 음봉면(4420035000)","23,006","23,006","2,193","2,250","2,257","4,072","4,237","3,229","2,738","1,274","630","122","4"
"충청남도 아산시 둔포면(4420036000)","23,607","23,607","2,289","1,912","1,952","4,321","4,558","3,301","2,998","1,407","729","136","4"
"충청남도 아산시 영인면(4420037000)","5,198","5,198","114","229","301","343","444","800","1,353","905","580","127","2"
"충청남도 아산시 인주면(4420038000)","5,540","5,540","118","282","375","435","651","1,079","1,264","741","469","125","1"
"충청남도 아산시 선장면(4420039000)","2,809","2,809","27","77","137","135","198","413","726","602","396","96","2"
"충청남도 아산시 도고면(4420040000)","4,193","4,193","83","148","230","264","336","644","1,127","718","563","79","1"
"충청남도 아산시 신창면(4420041000)","22,643","22,643","1,154","2,191","2,741","2,384","3,620","4,144","3,435","1,808","1,001","163","2"
"충청남도 아산시 온양1동(4420057000)","9,804","9,804","660","754","1,120","1,525","1,652","1,486","1,385","789","371","61","1"
"충청남도 아산시 온양2동(4420058000)","9,689","9,689","233","596","1,308","1,085","1,195","1,768","1,786","1,055","580","79","4"
"충청남도 아산시 온양3동(4420059000)","38,802","38,802","2,923","5,266","4,484","4,564","7,180","6,564","4,326","2,255","1,055","179","6"
"충청남도 아산시 온양4동(4420060000)","15,754","15,754","668","1,725","1,768","1,351","2,462","3,090","2,530","1,359","689","111","1"
"충청남도 아산시 온양5동(4420061000)","20,921","20,921","1,228","2,550","2,513","2,316","3,572","3,997","2,735","1,273","641","95","1"
"충청남도 아산시 온양6동(4420062000)","26,100","26,100","1,892","3,112","2,383","2,876","4,646","4,760","3,561","1,787","938","143","2"
"충청남도 서산시 (4421000000)","173,337","173,337","11,023","16,813","16,089","19,714","25,653","29,635","27,339","15,844","9,167","2,009","51"
"충청남도 서산시 대산읍(4421025000)","12,325","12,325","416","757","1,291","1,287","1,447","2,759","2,449","1,145","613","159","2"
"충청남도 서산시 인지면(4421031000)","6,983","6,983","282","605","498","429","837","1,372","1,391","872","567","127","3"
"충청남도 서산시 부석면(4421032000)","5,033","5,033","73","163","186","181","351","731","1,342","1,104","732","168","2"
"충청남도 서산시 팔봉면(4421033000)","3,225","3,225","39","86","107","104","197","491","940","764","405","91","1"
"충청남도 서산시 지곡면(4421034000)","7,626","7,626","300","739","494","622","1,089","1,348","1,487","906","523","115","3"
"충청남도 서산시 성연면(4421036000)","16,989","16,989","2,482","1,759","1,317","3,689","3,208","1,990","1,544","581","321","95","3"
"충청남도 서산시 음암면(4421037000)","8,943","8,943","245","655","615","620","1,075","1,687","1,931","1,130","807","175","3"
"충청남도 서산시 운산면(4421038000)","4,851","4,851","85","202","195","202","391","750","1,243","963","678","140","2"
"충청남도 서산시 해미면(4421039000)","7,019","7,019","120","428","651","415","624","1,183","1,612","1,160","687","133","6"
"충청남도 서산시 고북면(4421040000)","5,599","5,599","229","313","614","444","563","766","1,043","888","606","129","4"
"충청남도 서산시 부춘동(4421051000)","17,561","17,561","957","1,712","2,079","2,149","2,759","3,273","2,551","1,289","649","140","3"
"충청남도 서산시 동문1동(4421052500)","17,193","17,193","948","2,030","1,701","1,588","2,720","3,353","2,610","1,375","723","139","6"
"충청남도 서산시 동문2동(4421053500)","8,156","8,156","324","762","879","774","1,115","1,524","1,411","868","407","88","4"
"충청남도 서산시 수석동(4421054000)","17,423","17,423","1,239","2,222","1,927","2,059","2,947","2,900","2,185","1,221","592","127","4"
"충청남도 서산시 석남동(4421055000)","34,411","34,411","3,284","4,380","3,535","5,151","6,330","5,508","3,600","1,578","857","183","5"
"충청남도 논산시 (4423000000)","107,607","107,607","4,891","8,399","8,746","9,108","12,411","18,203","21,572","14,012","8,509","1,719","37"
"충청남도 논산시 강경읍(4423025000)","7,086","7,086","172","461","462","415","661","1,202","1,673","1,226","686","127","1"
"충청남도 논산시 연무읍(4423025300)","12,406","12,406","629","947","907","1,106","1,406","1,918","2,465","1,729","1,070","226","3"
"충청남도 논산시 성동면(4423031000)","3,711","3,711","96","122","158","230","261","515","968","716","534","110","1"
"충청남도 논산시 광석면(4423032000)","3,796","3,796","62","190","200","166","307","572","1,005","692","514","88","0"
"충청남도 논산시 노성면(4423033000)","2,668","2,668","59","117","137","150","225","413","639","478","348","99","3"
"충청남도 논산시 상월면(4423034000)","3,282","3,282","43","122","132","176","281","576","917","568","373","93","1"
"충청남도 논산시 부적면(4423035000)","3,231","3,231","67","129","143","161","263","527","857","600","388","92","4"
"충청남도 논산시 연산면(4423036000)","5,627","5,627","109","257","226","282","404","963","1,618","1,006","636","123","3"
"충청남도 논산시 벌곡면(4423038000)","2,275","2,275","43","84","81","93","139","379","640","440","302","73","1"
"충청남도 논산시 양촌면(4423039000)","5,768","5,768","271","366","322","527","459","951","1,214","929","615","113","1"
"충청남도 논산시 가야곡면(4423040000)","3,102","3,102","40","89","144","144","188","486","858","617","452","81","3"
"충청남도 논산시 은진면(4423041000)","3,726","3,726","64","167","389","230","326","632","855","591","386","82","4"
"충청남도 논산시 채운면(4423042000)","2,005","2,005","49","116","84","83","156","286","516","387","274","54","0"
"충청남도 논산시 취암동(4423051000)","33,389","33,389","2,292","3,638","3,931","3,927","5,163","5,851","4,689","2,491","1,163","236","8"
"충청남도 논산시 부창동(4423052000)","15,535","15,535","895","1,594","1,430","1,418","2,172","2,932","2,658","1,542","768","122","4"
"충청남도 계룡시 (4425000000)","46,119","46,119","3,386","6,100","4,536","5,343","7,983","8,280","6,006","2,930","1,287","260","8"
"충청남도 계룡시 두마면(4425031000)","14,013","14,013","1,258","1,598","1,335","2,048","2,357","2,532","1,788","738","300","56","3"
"충청남도 계룡시 엄사면(4425031500)","16,639","16,639","710","1,865","1,718","1,426","2,317","3,446","2,804","1,453","739","158","3"
"충청남도 계룡시 신도안면(4425033000)","7,488","7,488","1,027","1,702","622","1,152","2,078","738","99","51","16","2","1"
"충청남도 계룡시 금암동(4425051000)","7,979","7,979","391","935","861","717","1,231","1,564","1,315","688","232","44","1"
"충청남도 당진시 (4427000000)","172,373","172,373","12,012","16,764","14,413","20,592","27,787","28,760","26,539","15,009","8,809","1,653","35"
"충청남도 당진시 합덕읍(4427025000)","7,721","7,721","151","429","427","428","771","1,324","1,790","1,343","886","165","7"
"충청남도 당진시 송악읍(4427025300)","29,313","29,313","2,374","3,078","1,903","3,484","5,704","5,061","4,360","2,047","1,112","189","1"
"충청남도 당진시 고대면(4427031000)","5,898","5,898","98","229","366","395","527","1,065","1,533","921","639","122","3"
"충청남도 당진시 석문면(4427032000)","8,136","8,136","171","354","531","626","908","1,683","2,019","1,044","689","109","2"
"충청남도 당진시 대호지면(4427033000)","2,200","2,200","30","63","81","92","124","293","613","522","314","65","3"
"충청남도 당진시 정미면(4427034000)","3,396","3,396","49","133","225","176","242","541","889","632","422","86","1"
"충청남도 당진시 면천면(4427035000)","3,273","3,273","38","142","160","159","246","569","908","600","358","91","2"
"충청남도 당진시 순성면(4427036000)","4,596","4,596","85","206","252","201","377","761","1,167","852","570","123","2"
"충청남도 당진시 우강면(4427037000)","5,193","5,193","151","287","335","297","529","821","1,159","928","582","103","1"
"충청남도 당진시 신평면(4427038000)","14,162","14,162","685","1,805","1,119","969","2,266","2,455","2,462","1,427","807","163","4"
"충청남도 당진시 송산면(4427039000)","11,087","11,087","470","917","953","1,309","1,880","2,144","1,779","928","593","112","2"
"충청남도 당진시 당진1동(4427051000)","40,528","40,528","4,971","4,282","4,189","8,163","7,618","5,484","3,446","1,546","709","118","2"
"충청남도 당진시 당진2동(4427052000)","21,346","21,346","1,863","2,569","2,089","2,802","3,763","3,477","2,627","1,360","669","124","3"
"충청남도 당진시 당진3동(4427053000)","15,524","15,524","876","2,270","1,783","1,491","2,832","3,082","1,787","859","459","83","2"
"충청남도 금산군 (4471000000)","49,384","49,384","1,646","4,041","3,227","3,004","5,022","8,533","11,083","7,470","4,515","824","19"
"충청남도 금산군 금산읍(4471025000)","22,363","22,363","1,114","2,341","1,842","1,797","3,104","4,031","3,838","2,676","1,409","208","3"
"충청남도 금산군 금성면(4471031000)","3,019","3,019","44","117","131","141","225","549","773","600","358","79","2"
"충청남도 금산군 제원면(4471032000)","2,703","2,703","46","110","115","130","172","439","762","534","327","65","3"
"충청남도 금산군 부리면(4471033000)","2,347","2,347","32","69","65","66","143","355","678","480","368","89","2"
"충청남도 금산군 군북면(4471034000)","2,315","2,315","77","96","75","92","178","358","651","443","286","58","1"
"충청남도 금산군 남일면(4471035000)","2,828","2,828","58","502","111","111","172","391","627","463","314","76","3"
"충청남도 금산군 남이면(4471036000)","1,977","1,977","30","138","61","53","110","329","618","320","272","45","1"
"충청남도 금산군 진산면(4471037000)","3,069","3,069","51","123","123","118","198","578","813","603","396","66","0"
"충청남도 금산군 복수면(4471038000)","2,826","2,826","50","115","116","141","211","473","788","549","328","52","3"
"충청남도 금산군 추부면(4471039000)","5,937","5,937","144","430","588","355","509","1,030","1,535","802","457","86","1"
"충청남도 부여군 (4476000000)","58,982","58,982","1,790","3,880","3,748","3,445","5,599","9,209","13,650","9,735","6,494","1,398","34"
"충청남도 부여군 부여읍(4476025000)","17,742","17,742","623","1,465","1,479","1,365","1,977","3,162","3,704","2,420","1,301","242","4"
"충청남도 부여군 규암면(4476031000)","11,337","11,337","618","1,145","1,072","938","1,512","1,882","2,051","1,206","775","135","3"
"충청남도 부여군 은산면(4476032000)","3,533","3,533","71","163","169","145","259","562","958","689","431","85","1"
"충청남도 부여군 외산면(4476033000)","2,157","2,157","25","83","64","74","130","299","601","475","333","70","3"
"충청남도 부여군 내산면(4476034000)","1,441","1,441","26","53","39","56","82","177","414","312","227","55","0"
"충청남도 부여군 구룡면(4476035000)","2,161","2,161","34","91","103","84","151","328","508","440","331","88","3"
"충청남도 부여군 홍산면(4476036000)","2,545","2,545","54","120","113","88","200","327","657","536","365","82","3"
"충청남도 부여군 옥산면(4476037000)","1,338","1,338","18","45","44","53","89","168","350","322","200","49","0"
"충청남도 부여군 남면(4476038000)","1,716","1,716","32","72","69","67","116","195","443","353","305","63","1"
"충청남도 부여군 충화면(4476039000)","1,064","1,064","16","26","36","29","62","131","313","241","165","43","2"
"충청남도 부여군 양화면(4476040000)","1,548","1,548","22","42","35","43","89","184","421","337","294","78","3"
"충청남도 부여군 임천면(4476041000)","2,586","2,586","62","98","103","106","175","350","623","566","412","88","3"
"충청남도 부여군 장암면(4476042000)","2,456","2,456","46","99","93","107","167","333","637","468","406","97","3"
"충청남도 부여군 세도면(4476043000)","2,852","2,852","53","124","110","130","217","400","749","574","399","95","1"
